index,inputs,context,topic,org_label,set-0,id,string_label,label
377,"(('the', 0, 241, 244),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,DT,train,377,7,7
378,"(('proportion', 0, 245, 255),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NN,train,378,3,3
379,"(('of', 0, 256, 258),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,379,2,2
380,"(('regular', 0, 259, 266),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,JJ,train,380,0,0
381,"(('students', 0, 267, 275),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNS,train,381,1,1
382,"(('to', 0, 276, 278),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,382,2,2
383,"(('professionals', 0, 279, 292),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,NNS,train,383,1,1
384,"(('from', 0, 293, 297),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,384,2,2
385,"(('the', 0, 298, 301),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,DT,train,385,7,7
386,"(('previous', 0, 302, 310),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,JJ,train,386,0,0
387,"(('9', 0, 311, 312),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,CD,train,387,11,11
388,"(('-', 0, 313, 314),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,HYPH,train,388,21,21
389,"(('to', 0, 315, 317),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,IN,train,389,2,2
390,"(('-', 0, 318, 319),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,HYPH,train,390,21,21
391,"(('1', 0, 320, 321),)","('Three years ago , in the effort to establish a greater diversity of higher educational avenues , the Ministry of Education -LRB- MOE -RRB- greatly increased the number of MA degrees open to professionals in the workforce , steadily reducing the proportion of regular students to professionals from the previous 9 - to - 1 ratio .',)",,CD,train,391,11,11
